MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-12-1,65,50,34,26,21,20,56,37,18,29.96,29.86,29.73,10,10,10,28,10,32,0.00,6,,249
2012-12-2,68,52,36,19,13,6,40,25,9,29.96,29.71,29.46,10,10,10,30,13,38,0.00,6,,221
2012-12-3,60,43,26,27,14,3,54,34,13,30.17,29.88,29.49,10,10,10,38,14,48,0.00,4,,358
2012-12-4,57,41,24,16,12,8,55,35,15,30.35,30.21,30.10,10,10,10,16,7,16,0.00,4,,214
2012-12-5,69,54,38,25,21,13,48,32,15,30.08,29.86,29.71,10,10,10,25,10,31,0.00,6,,233
2012-12-6,50,40,29,32,26,23,78,57,36,29.97,29.86,29.75,10,10,10,17,8,23,0.00,5,,124
2012-12-7,53,38,22,27,20,17,81,55,29,29.98,29.84,29.77,10,10,10,23,10,28,0.00,6,,118
2012-12-8,52,37,22,21,14,2,68,43,17,29.87,29.75,29.55,10,9,0,36,13,38,T,6,Snow,337
2012-12-9,25,14,2,5,-2,-5,72,51,29,30.32,30.15,29.85,10,10,10,33,16,40,0.00,5,,39
2012-12-10,39,26,12,21,5,-6,53,36,19,30.07,29.97,29.87,10,8,0,21,11,24,0.04,6,Fog-Snow,284
2012-12-11,40,25,10,19,14,8,88,61,33,30.05,29.94,29.81,10,9,0,16,10,17,0.01,5,Fog-Snow,178
2012-12-12,58,40,21,15,11,5,55,34,12,29.84,29.77,29.66,10,10,10,22,9,26,0.00,3,,190
2012-12-13,56,43,29,17,11,5,51,32,12,29.97,29.88,29.79,10,10,10,17,8,21,0.00,5,,213
2012-12-14,45,36,26,19,16,12,63,48,33,29.80,29.63,29.46,10,10,10,18,6,20,0.00,6,,268
2012-12-15,47,36,25,27,21,15,85,58,31,29.72,29.67,29.60,10,8,0,16,7,20,0.00,5,Fog,182
2012-12-16,41,32,23,25,19,5,92,62,32,29.84,29.71,29.66,10,4,0,20,8,23,0.00,6,Fog,238
2012-12-17,51,37,22,14,10,6,50,36,21,29.76,29.62,29.53,10,10,10,33,15,41,0.00,3,,236
2012-12-18,44,34,23,25,18,7,81,58,34,29.76,29.69,29.60,10,10,7,23,10,26,T,7,Snow,115
2012-12-19,24,16,7,18,11,-4,91,69,47,30.27,29.89,29.65,10,6,0,35,17,40,0.02,7,Fog-Snow,343
2012-12-20,47,28,9,9,2,-7,52,35,17,30.31,30.24,30.17,10,10,10,21,13,24,0.00,1,,226
2012-12-21,51,36,20,19,7,2,53,34,14,30.19,30.11,29.98,10,10,10,22,13,25,0.00,4,,204
2012-12-22,51,38,25,16,7,1,43,29,15,30.07,29.97,29.84,10,10,10,18,10,21,0.00,3,,194
2012-12-23,54,40,26,19,7,-6,63,39,14,29.97,29.86,29.80,10,10,10,22,12,28,0.00,3,,200
2012-12-24,34,25,16,19,15,11,84,64,43,29.99,29.82,29.71,10,7,0,23,10,28,0.14,7,Fog-Snow,42
2012-12-25,16,8,0,12,1,-4,87,70,53,30.35,30.22,29.90,10,7,1,15,6,17,0.06,4,Snow,73
2012-12-26,21,10,-2,9,3,-6,87,72,57,30.15,29.92,29.60,10,7,6,10,5,13,0.00,4,,61
2012-12-27,27,17,6,17,10,2,80,74,67,29.97,29.84,29.61,10,7,2,15,7,17,T,6,Snow,199
2012-12-28,32,21,9,11,5,-2,84,58,32,30.20,30.09,29.99,10,10,9,16,7,17,0.00,4,,201
2012-12-29,31,18,5,9,2,-8,67,50,33,30.28,30.14,29.88,10,10,10,18,9,22,0.00,4,,237
2012-12-30,39,25,11,17,7,-5,67,51,35,30.11,30.02,29.91,10,10,10,25,10,32,0.00,5,,149
2012-12-31,23,17,10,14,10,6,88,75,61,30.17,30.07,30.01,10,10,7,10,5,13,0.00,6,,96
