EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-11-1,60,53,45,54,40,34,77,59,40,30.23,30.05,29.81,10,10,10,15,10,21,T,6,Rain,319
2009-11-2,52,47,42,43,40,37,82,72,61,30.30,30.22,30.10,10,10,10,21,13,24,T,6,Rain,40
2009-11-3,58,49,40,40,36,26,83,63,42,30.08,30.02,29.92,10,10,10,21,9,25,0.00,4,,305
2009-11-4,51,46,41,34,27,21,65,49,32,30.27,30.23,30.10,10,10,10,21,8,29,0.00,4,,287
2009-11-5,47,43,38,39,35,28,92,73,53,30.24,30.07,29.95,10,10,7,13,6,16,0.03,7,Rain,11
2009-11-6,50,43,36,34,28,23,85,62,39,30.25,30.09,29.94,10,10,10,25,13,32,T,4,Rain,328
2009-11-7,50,43,35,37,28,22,75,54,33,30.30,30.22,30.13,10,10,10,17,8,21,0.00,2,,241
2009-11-8,68,56,44,43,38,32,80,54,27,30.38,30.21,30.09,10,10,9,18,8,24,0.00,2,,260
2009-11-9,69,55,40,48,41,36,82,57,32,30.43,30.31,30.19,10,10,10,24,9,30,0.00,4,,217
2009-11-10,65,59,53,48,44,35,72,56,40,30.32,30.24,30.17,10,10,9,13,7,18,0.00,8,,324
2009-11-11,53,49,44,37,35,33,65,58,50,30.44,30.39,30.32,10,10,10,22,12,25,0.00,6,,33
2009-11-12,52,47,42,41,38,34,77,69,61,30.38,30.32,30.22,10,10,10,22,15,28,0.00,7,,44
2009-11-13,52,49,46,46,44,41,86,79,71,30.24,30.19,30.13,10,10,7,26,19,35,T,8,,45
2009-11-14,55,54,52,55,51,46,100,92,83,30.11,30.03,29.91,10,2,0,28,14,35,1.49,8,Rain,57
2009-11-15,64,59,54,57,54,53,100,92,84,29.91,29.87,29.84,10,6,0,9,4,14,0.09,7,Fog-Rain,329
2009-11-16,59,52,45,53,37,23,86,60,33,30.12,29.98,29.86,10,10,10,22,12,29,0.00,3,,318
2009-11-17,49,45,40,35,30,23,73,56,38,30.44,30.30,30.14,10,10,10,16,9,22,0.00,1,,23
2009-11-18,50,43,36,37,33,30,82,69,56,30.53,30.47,30.43,10,10,10,10,6,14,0.00,1,,257
2009-11-19,54,45,36,47,41,32,86,76,66,30.42,30.33,30.19,10,10,9,10,3,13,0.00,3,,122
2009-11-20,67,57,47,61,49,35,100,75,50,30.16,29.93,29.81,10,8,2,26,12,35,0.42,5,Rain,217
2009-11-21,58,51,44,40,38,35,76,64,51,30.14,30.02,29.94,10,10,10,17,9,23,0.00,1,,281
2009-11-22,51,46,41,40,37,35,82,72,61,30.49,30.35,30.16,10,10,10,20,11,25,0.00,5,,42
2009-11-23,49,47,45,46,41,36,86,76,65,30.52,30.45,30.32,10,9,6,21,14,26,0.10,8,Rain,47
2009-11-24,49,48,46,46,45,43,93,87,80,30.30,30.21,30.12,10,7,2,23,13,28,0.05,8,Rain,17
2009-11-25,50,48,46,49,46,44,100,97,93,30.13,30.04,29.94,10,2,0,13,6,21,0.07,8,,26
2009-11-26,51,49,46,47,46,43,100,92,83,29.96,29.89,29.70,10,7,0,13,5,20,0.00,8,,67
2009-11-27,47,45,42,45,43,35,93,88,82,29.68,29.37,29.07,10,5,1,26,15,39,0.82,8,Rain,339
2009-11-28,53,48,42,37,32,25,82,59,35,29.70,29.32,29.05,10,10,8,35,21,51,0.06,5,Rain,284
2009-11-29,54,47,40,41,34,31,83,64,45,29.86,29.79,29.72,10,10,9,18,9,24,0.00,4,,234
2009-11-30,56,48,39,45,41,28,86,73,60,29.71,29.62,29.54,10,10,6,20,11,26,0.21,7,Rain,269
